"No.","Time","Source","Destination","Protocol","Length","Info"
"1733","6.136624","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=380681 Ack=1 Win=131072 Len=536 TSval=8137 TSecr=8067"
"1734","6.136811","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=381217 Ack=1 Win=131072 Len=536 TSval=8137 TSecr=8067"
"1735","6.137007","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=381753 Ack=1 Win=131072 Len=536 TSval=8137 TSecr=8067"
"1736","6.137070","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=382289 Ack=1 Win=131072 Len=212 TSval=8137 TSecr=8067"
"1740","6.166351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=195001 Ack=1 Win=131072 Len=536 TSval=8168 TSecr=8129"
"1741","6.166410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=195537 Ack=1 Win=131072 Len=536 TSval=8168 TSecr=8129"
"1742","6.166469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=196073 Ack=1 Win=131072 Len=536 TSval=8168 TSecr=8129"
"1743","6.166528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=196609 Ack=1 Win=131072 Len=536 TSval=8168 TSecr=8129"
"1744","6.166587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=197145 Ack=1 Win=131072 Len=356 TSval=8168 TSecr=8129"
"1748","6.206351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=197501 Ack=1 Win=131072 Len=536 TSval=8208 TSecr=8169"
"1749","6.206410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=198037 Ack=1 Win=131072 Len=536 TSval=8208 TSecr=8169"
"1750","6.206469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=198573 Ack=1 Win=131072 Len=536 TSval=8208 TSecr=8169"
"1751","6.206528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=199109 Ack=1 Win=131072 Len=536 TSval=8208 TSecr=8169"
"1752","6.206587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=199645 Ack=1 Win=131072 Len=356 TSval=8208 TSecr=8169"
"1755","6.207599","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=382501 Ack=1 Win=131072 Len=536 TSval=8209 TSecr=8139"
"1756","6.207804","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=383037 Ack=1 Win=131072 Len=536 TSval=8209 TSecr=8139"
"1757","6.207987","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=383573 Ack=1 Win=131072 Len=536 TSval=8209 TSecr=8139"
"1758","6.208186","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=384109 Ack=1 Win=131072 Len=536 TSval=8209 TSecr=8139"
"1759","6.208381","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=384645 Ack=1 Win=131072 Len=536 TSval=8209 TSecr=8139"
"1760","6.208607","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=385181 Ack=1 Win=131072 Len=536 TSval=8209 TSecr=8139"
"1761","6.208792","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=385717 Ack=1 Win=131072 Len=536 TSval=8209 TSecr=8139"
"1762","6.208983","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=386253 Ack=1 Win=131072 Len=536 TSval=8209 TSecr=8139"
"1763","6.209048","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=386789 Ack=1 Win=131072 Len=212 TSval=8209 TSecr=8139"
"1768","6.246351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=200001 Ack=1 Win=131072 Len=536 TSval=8248 TSecr=8209"
"1769","6.246410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=200537 Ack=1 Win=131072 Len=536 TSval=8248 TSecr=8209"
"1770","6.246469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=201073 Ack=1 Win=131072 Len=536 TSval=8248 TSecr=8209"
"1771","6.246528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=201609 Ack=1 Win=131072 Len=536 TSval=8248 TSecr=8209"
"1772","6.246587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=202145 Ack=1 Win=131072 Len=356 TSval=8248 TSecr=8209"
"1776","6.279599","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=387001 Ack=1 Win=131072 Len=536 TSval=8281 TSecr=8211"
"1777","6.279802","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=387537 Ack=1 Win=131072 Len=536 TSval=8281 TSecr=8211"
"1778","6.279985","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=388073 Ack=1 Win=131072 Len=536 TSval=8281 TSecr=8211"
"1779","6.280194","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=388609 Ack=1 Win=131072 Len=536 TSval=8281 TSecr=8211"
"1780","6.280380","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=389145 Ack=1 Win=131072 Len=536 TSval=8281 TSecr=8211"
"1781","6.280610","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=389681 Ack=1 Win=131072 Len=536 TSval=8281 TSecr=8211"
"1782","6.280811","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=390217 Ack=1 Win=131072 Len=536 TSval=8281 TSecr=8211"
"1783","6.281003","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=390753 Ack=1 Win=131072 Len=536 TSval=8281 TSecr=8211"
"1784","6.281072","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=391289 Ack=1 Win=131072 Len=212 TSval=8281 TSecr=8211"
"1790","6.286351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=202501 Ack=1 Win=131072 Len=536 TSval=8288 TSecr=8249"
"1791","6.286410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=203037 Ack=1 Win=131072 Len=536 TSval=8288 TSecr=8249"
"1792","6.286469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=203573 Ack=1 Win=131072 Len=536 TSval=8288 TSecr=8249"
"1793","6.286528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=204109 Ack=1 Win=131072 Len=536 TSval=8288 TSecr=8249"
"1794","6.286587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=204645 Ack=1 Win=131072 Len=356 TSval=8288 TSecr=8249"
"1797","6.326351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=205001 Ack=1 Win=131072 Len=536 TSval=8328 TSecr=8289"
"1798","6.326410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=205537 Ack=1 Win=131072 Len=536 TSval=8328 TSecr=8289"
"1799","6.326469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=206073 Ack=1 Win=131072 Len=536 TSval=8328 TSecr=8289"
"1800","6.326528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=206609 Ack=1 Win=131072 Len=536 TSval=8328 TSecr=8289"
"1801","6.326587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=207145 Ack=1 Win=131072 Len=356 TSval=8328 TSecr=8289"
"1805","6.351599","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=391501 Ack=1 Win=131072 Len=536 TSval=8353 TSecr=8283"
"1806","6.351800","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=392037 Ack=1 Win=131072 Len=536 TSval=8353 TSecr=8283"
"1807","6.351985","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=392573 Ack=1 Win=131072 Len=536 TSval=8353 TSecr=8283"
"1809","6.352190","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=393109 Ack=1 Win=131072 Len=536 TSval=8353 TSecr=8283"
"1810","6.352375","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=393645 Ack=1 Win=131072 Len=536 TSval=8353 TSecr=8283"
"1811","6.352566","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=394181 Ack=1 Win=131072 Len=536 TSval=8353 TSecr=8283"
"1812","6.352757","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=394717 Ack=1 Win=131072 Len=536 TSval=8353 TSecr=8283"
"1813","6.352945","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=395253 Ack=1 Win=131072 Len=536 TSval=8353 TSecr=8283"
"1814","6.353088","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=395789 Ack=1 Win=131072 Len=212 TSval=8353 TSecr=8283"
"1818","6.366351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=207501 Ack=1 Win=131072 Len=536 TSval=8368 TSecr=8329"
"1819","6.366410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=208037 Ack=1 Win=131072 Len=536 TSval=8368 TSecr=8329"
"1820","6.366469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=208573 Ack=1 Win=131072 Len=536 TSval=8368 TSecr=8329"
"1821","6.366528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=209109 Ack=1 Win=131072 Len=536 TSval=8368 TSecr=8329"
"1822","6.366587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=209645 Ack=1 Win=131072 Len=356 TSval=8368 TSecr=8329"
"1825","6.406351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=210001 Ack=1 Win=131072 Len=536 TSval=8408 TSecr=8369"
"1826","6.406410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=210537 Ack=1 Win=131072 Len=536 TSval=8408 TSecr=8369"
"1827","6.406469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=211073 Ack=1 Win=131072 Len=536 TSval=8408 TSecr=8369"
"1828","6.406528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=211609 Ack=1 Win=131072 Len=536 TSval=8408 TSecr=8369"
"1829","6.406587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=212145 Ack=1 Win=131072 Len=356 TSval=8408 TSecr=8369"
"1833","6.423599","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=396001 Ack=1 Win=131072 Len=536 TSval=8425 TSecr=8355"
"1834","6.423786","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=396537 Ack=1 Win=131072 Len=536 TSval=8425 TSecr=8355"
"1835","6.424000","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=397073 Ack=1 Win=131072 Len=536 TSval=8425 TSecr=8355"
"1836","6.424184","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=397609 Ack=1 Win=131072 Len=536 TSval=8425 TSecr=8355"
"1837","6.424377","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=398145 Ack=1 Win=131072 Len=536 TSval=8425 TSecr=8355"
"1838","6.424562","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=398681 Ack=1 Win=131072 Len=536 TSval=8425 TSecr=8355"
"1839","6.424765","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=399217 Ack=1 Win=131072 Len=536 TSval=8425 TSecr=8355"
"1840","6.424950","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=399753 Ack=1 Win=131072 Len=536 TSval=8425 TSecr=8355"
"1841","6.425021","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=400289 Ack=1 Win=131072 Len=212 TSval=8425 TSecr=8355"
"1847","6.446351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=212501 Ack=1 Win=131072 Len=536 TSval=8448 TSecr=8409"
"1848","6.446410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=213037 Ack=1 Win=131072 Len=536 TSval=8448 TSecr=8409"
"1849","6.446469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=213573 Ack=1 Win=131072 Len=536 TSval=8448 TSecr=8409"
"1850","6.446528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=214109 Ack=1 Win=131072 Len=536 TSval=8448 TSecr=8409"
"1851","6.446587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=214645 Ack=1 Win=131072 Len=356 TSval=8448 TSecr=8409"
"1854","6.486351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=215001 Ack=1 Win=131072 Len=536 TSval=8488 TSecr=8449"
"1855","6.486410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=215537 Ack=1 Win=131072 Len=536 TSval=8488 TSecr=8449"
"1856","6.486469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=216073 Ack=1 Win=131072 Len=536 TSval=8488 TSecr=8449"
"1857","6.486528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=216609 Ack=1 Win=131072 Len=536 TSval=8488 TSecr=8449"
"1858","6.486587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=217145 Ack=1 Win=131072 Len=356 TSval=8488 TSecr=8449"
"1862","6.495599","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=400501 Ack=1 Win=131072 Len=536 TSval=8497 TSecr=8427"
"1863","6.495789","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=401037 Ack=1 Win=131072 Len=536 TSval=8497 TSecr=8427"
"1864","6.495973","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=401573 Ack=1 Win=131072 Len=536 TSval=8497 TSecr=8427"
"1865","6.496169","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=402109 Ack=1 Win=131072 Len=536 TSval=8497 TSecr=8427"
"1866","6.496355","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=402645 Ack=1 Win=131072 Len=536 TSval=8497 TSecr=8427"
"1867","6.496549","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=403181 Ack=1 Win=131072 Len=536 TSval=8497 TSecr=8427"
"1868","6.496736","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=403717 Ack=1 Win=131072 Len=536 TSval=8497 TSecr=8427"
"1869","6.496919","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=404253 Ack=1 Win=131072 Len=536 TSval=8497 TSecr=8427"
"1870","6.497033","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=404789 Ack=1 Win=131072 Len=212 TSval=8497 TSecr=8427"
"1875","6.526351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=217501 Ack=1 Win=131072 Len=536 TSval=8528 TSecr=8489"
"1876","6.526410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=218037 Ack=1 Win=131072 Len=536 TSval=8528 TSecr=8489"
"1877","6.526469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=218573 Ack=1 Win=131072 Len=536 TSval=8528 TSecr=8489"
"1878","6.526528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=219109 Ack=1 Win=131072 Len=536 TSval=8528 TSecr=8489"
"1879","6.526587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=219645 Ack=1 Win=131072 Len=356 TSval=8528 TSecr=8489"
"1882","6.566351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=220001 Ack=1 Win=131072 Len=536 TSval=8568 TSecr=8529"
"1883","6.566410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=220537 Ack=1 Win=131072 Len=536 TSval=8568 TSecr=8529"
"1884","6.566469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=221073 Ack=1 Win=131072 Len=536 TSval=8568 TSecr=8529"
"1885","6.566528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=221609 Ack=1 Win=131072 Len=536 TSval=8568 TSecr=8529"
"1886","6.566587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=222145 Ack=1 Win=131072 Len=356 TSval=8568 TSecr=8529"
"1889","6.567599","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=405001 Ack=1 Win=131072 Len=536 TSval=8569 TSecr=8499"
"1891","6.567787","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=405537 Ack=1 Win=131072 Len=536 TSval=8569 TSecr=8499"
"1893","6.567980","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=406073 Ack=1 Win=131072 Len=536 TSval=8569 TSecr=8499"
"1894","6.568164","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=406609 Ack=1 Win=131072 Len=536 TSval=8569 TSecr=8499"
"1895","6.568358","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=407145 Ack=1 Win=131072 Len=536 TSval=8569 TSecr=8499"
"1896","6.568540","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=407681 Ack=1 Win=131072 Len=536 TSval=8569 TSecr=8499"
"1897","6.568748","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=408217 Ack=1 Win=131072 Len=536 TSval=8569 TSecr=8499"
"1898","6.568934","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=408753 Ack=1 Win=131072 Len=536 TSval=8569 TSecr=8499"
"1899","6.568997","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=409289 Ack=1 Win=131072 Len=212 TSval=8569 TSecr=8499"
"1904","6.606351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=222501 Ack=1 Win=131072 Len=536 TSval=8608 TSecr=8569"
"1905","6.606410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=223037 Ack=1 Win=131072 Len=536 TSval=8608 TSecr=8569"
"1906","6.606469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=223573 Ack=1 Win=131072 Len=536 TSval=8608 TSecr=8569"
"1907","6.606528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=224109 Ack=1 Win=131072 Len=536 TSval=8608 TSecr=8569"
"1908","6.606587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=224645 Ack=1 Win=131072 Len=356 TSval=8608 TSecr=8569"
"1911","6.639599","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=409501 Ack=1 Win=131072 Len=536 TSval=8641 TSecr=8571"
"1912","6.639809","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=410037 Ack=1 Win=131072 Len=536 TSval=8641 TSecr=8571"
"1913","6.640011","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=410573 Ack=1 Win=131072 Len=536 TSval=8641 TSecr=8571"
"1914","6.640193","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=411109 Ack=1 Win=131072 Len=536 TSval=8641 TSecr=8571"
"1915","6.640395","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=411645 Ack=1 Win=131072 Len=536 TSval=8641 TSecr=8571"
"1916","6.640593","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=412181 Ack=1 Win=131072 Len=536 TSval=8641 TSecr=8571"
"1917","6.640824","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=412717 Ack=1 Win=131072 Len=536 TSval=8641 TSecr=8571"
"1918","6.641028","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=413253 Ack=1 Win=131072 Len=536 TSval=8641 TSecr=8571"
"1919","6.641091","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=413789 Ack=1 Win=131072 Len=212 TSval=8641 TSecr=8571"
"1924","6.646351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=225001 Ack=1 Win=131072 Len=536 TSval=8648 TSecr=8609"
"1925","6.646410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=225537 Ack=1 Win=131072 Len=536 TSval=8648 TSecr=8609"
"1926","6.646469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=226073 Ack=1 Win=131072 Len=536 TSval=8648 TSecr=8609"
"1927","6.646528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=226609 Ack=1 Win=131072 Len=536 TSval=8648 TSecr=8609"
"1928","6.646587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=227145 Ack=1 Win=131072 Len=356 TSval=8648 TSecr=8609"
"1932","6.686351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=227501 Ack=1 Win=131072 Len=536 TSval=8688 TSecr=8649"
"1933","6.686410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=228037 Ack=1 Win=131072 Len=536 TSval=8688 TSecr=8649"
"1934","6.686469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=228573 Ack=1 Win=131072 Len=536 TSval=8688 TSecr=8649"
"1935","6.686528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=229109 Ack=1 Win=131072 Len=536 TSval=8688 TSecr=8649"
"1936","6.686587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=229645 Ack=1 Win=131072 Len=356 TSval=8688 TSecr=8649"
"1939","6.711599","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=414001 Ack=1 Win=131072 Len=536 TSval=8713 TSecr=8643"
"1940","6.711786","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=414537 Ack=1 Win=131072 Len=536 TSval=8713 TSecr=8643"
"1941","6.711969","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=415073 Ack=1 Win=131072 Len=536 TSval=8713 TSecr=8643"
"1942","6.712154","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=415609 Ack=1 Win=131072 Len=536 TSval=8713 TSecr=8643"
"1943","6.712340","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=416145 Ack=1 Win=131072 Len=536 TSval=8713 TSecr=8643"
"1944","6.712535","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=416681 Ack=1 Win=131072 Len=536 TSval=8713 TSecr=8643"
"1945","6.712731","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=417217 Ack=1 Win=131072 Len=536 TSval=8713 TSecr=8643"
"1946","6.712923","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=417753 Ack=1 Win=131072 Len=536 TSval=8713 TSecr=8643"
"1947","6.713012","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=418289 Ack=1 Win=131072 Len=212 TSval=8713 TSecr=8643"
"1953","6.726351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=230001 Ack=1 Win=131072 Len=536 TSval=8728 TSecr=8689"
"1954","6.726410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=230537 Ack=1 Win=131072 Len=536 TSval=8728 TSecr=8689"
"1955","6.726469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=231073 Ack=1 Win=131072 Len=536 TSval=8728 TSecr=8689"
"1956","6.726528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=231609 Ack=1 Win=131072 Len=536 TSval=8728 TSecr=8689"
"1957","6.726587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=232145 Ack=1 Win=131072 Len=356 TSval=8728 TSecr=8689"
"1961","6.766351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=232501 Ack=1 Win=131072 Len=536 TSval=8768 TSecr=8729"
"1962","6.766410","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=233037 Ack=1 Win=131072 Len=536 TSval=8768 TSecr=8729"
"1963","6.766469","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=233573 Ack=1 Win=131072 Len=536 TSval=8768 TSecr=8729"
"1964","6.766528","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=234109 Ack=1 Win=131072 Len=536 TSval=8768 TSecr=8729"
"1965","6.766587","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=234645 Ack=1 Win=131072 Len=356 TSval=8768 TSecr=8729"
"1968","6.783599","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=418501 Ack=1 Win=131072 Len=536 TSval=8785 TSecr=8715"
"1969","6.783804","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=419037 Ack=1 Win=131072 Len=536 TSval=8785 TSecr=8715"
"1970","6.783986","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=419573 Ack=1 Win=131072 Len=536 TSval=8785 TSecr=8715"
"1972","6.784184","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=420109 Ack=1 Win=131072 Len=536 TSval=8785 TSecr=8715"
"1973","6.784369","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=420645 Ack=1 Win=131072 Len=536 TSval=8785 TSecr=8715"
"1975","6.784608","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=421181 Ack=1 Win=131072 Len=536 TSval=8785 TSecr=8715"
"1976","6.784812","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=421717 Ack=1 Win=131072 Len=536 TSval=8785 TSecr=8715"
"1977","6.785005","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=422253 Ack=1 Win=131072 Len=536 TSval=8785 TSecr=8715"
"1979","6.785083","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=422789 Ack=1 Win=131072 Len=212 TSval=8785 TSecr=8715"
"1981","6.806351","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=235001 Ack=1 Win=131072 Len=536 TSval=8808 TSecr=8769"
